BEGIN
CREATE TABLE
INSERT 0 552
UPDATE 552
UPDATE 552
UPDATE 552
UPDATE 552
UPDATE 552
UPDATE 23
UPDATE 23
UPDATE 23
UPDATE 23
UPDATE 552
UPDATE 552
   team_name    | opponent_name  |  win  | lose  |  tie  
 Spain          | Sweden         | 0.182 | 0.552 | 0.266
 Spain          | Switzerland    | 0.434 | 0.293 | 0.273
 Spain          | Thailand       | 0.939 | 0.012 | 0.049
 Spain          | USA            | 0.065 | 0.760 | 0.175
 Sweden         | Australia      | 0.532 | 0.236 | 0.231
 Sweden         | Brazil         | 0.349 | 0.321 | 0.330
 Sweden         | Cameroon       | 0.907 | 0.015 | 0.077
 Sweden         | Canada         | 0.306 | 0.377 | 0.317
 Sweden         | China PR       | 0.582 | 0.135 | 0.283
 Sweden         | Colombia       | 0.746 | 0.070 | 0.184
 Sweden         | Costa Rica     | 0.951 | 0.009 | 0.040
 Sweden         | Cote d'Ivoire  | 0.992 | 0.002 | 0.007
 Sweden         | Ecuador        | 0.978 | 0.003 | 0.019
 Sweden         | England        | 0.376 | 0.336 | 0.288
 Sweden         | France         | 0.202 | 0.522 | 0.275
 Sweden         | Germany        | 0.153 | 0.625 | 0.222
 Sweden         | Japan          | 0.277 | 0.431 | 0.292
 Sweden         | Korea Republic | 0.565 | 0.169 | 0.267
 Sweden         | Mexico         | 0.723 | 0.092 | 0.184
 Sweden         | Netherlands    | 0.515 | 0.223 | 0.262
 Sweden         | New Zealand    | 0.594 | 0.148 | 0.258
 Sweden         | Nigeria        | 0.864 | 0.033 | 0.103
 Sweden         | Norway         | 0.511 | 0.225 | 0.264
 Sweden         | Spain          | 0.552 | 0.182 | 0.266
 Sweden         | Switzerland    | 0.701 | 0.126 | 0.174
 Sweden         | Thailand       | 0.994 | 0.001 | 0.005
 Sweden         | USA            | 0.154 | 0.617 | 0.230
 Switzerland    | Australia      | 0.229 | 0.563 | 0.207
 Switzerland    | Brazil         | 0.148 | 0.610 | 0.242
 Switzerland    | Cameroon       | 0.765 | 0.065 | 0.170
 Switzerland    | Canada         | 0.114 | 0.680 | 0.205
 Switzerland    | China PR       | 0.352 | 0.330 | 0.318
 Switzerland    | Colombia       | 0.515 | 0.215 | 0.271
 Switzerland    | Costa Rica     | 0.828 | 0.054 | 0.118
 Switzerland    | Cote d'Ivoire  | 0.938 | 0.019 | 0.043
 Switzerland    | Ecuador        | 0.908 | 0.022 | 0.070
 Switzerland    | England        | 0.144 | 0.654 | 0.202
 Switzerland    | France         | 0.054 | 0.820 | 0.126
 Switzerland    | Germany        | 0.029 | 0.897 | 0.073
 Switzerland    | Japan          | 0.090 | 0.745 | 0.166
 Switzerland    | Korea Republic | 0.310 | 0.408 | 0.282
 Switzerland    | Mexico         | 0.462 | 0.281 | 0.258
 Switzerland    | Netherlands    | 0.244 | 0.513 | 0.243
 Switzerland    | New Zealand    | 0.341 | 0.371 | 0.288
 Switzerland    | Nigeria        | 0.666 | 0.130 | 0.203
 Switzerland    | Norway         | 0.242 | 0.514 | 0.244
 Switzerland    | Spain          | 0.293 | 0.434 | 0.273
 Switzerland    | Sweden         | 0.126 | 0.701 | 0.174
 Switzerland    | Thailand       | 0.959 | 0.010 | 0.031
 Switzerland    | USA            | 0.031 | 0.890 | 0.079
 Thailand       | Australia      | 0.003 | 0.986 | 0.011
 Thailand       | Brazil         | 0.003 | 0.976 | 0.021
 Thailand       | Cameroon       | 0.193 | 0.493 | 0.314
 Thailand       | Canada         | 0.002 | 0.988 | 0.011
 Thailand       | China PR       | 0.028 | 0.855 | 0.116
 Thailand       | Colombia       | 0.057 | 0.783 | 0.160
 Thailand       | Costa Rica     | 0.189 | 0.561 | 0.250
 Thailand       | Cote d'Ivoire  | 0.255 | 0.527 | 0.218
 Thailand       | Ecuador        | 0.316 | 0.379 | 0.305
 Thailand       | England        | 0.002 | 0.989 | 0.010
 Thailand       | France         | 0.000 | 0.998 | 0.002
 Thailand       | Germany        | 0.000 | 1.000 | 0.000
 Thailand       | Japan          | 0.001 | 0.995 | 0.005
 Thailand       | Korea Republic | 0.015 | 0.925 | 0.061
 Thailand       | Mexico         | 0.032 | 0.875 | 0.093
 Thailand       | Netherlands    | 0.006 | 0.969 | 0.025
 Thailand       | New Zealand    | 0.019 | 0.905 | 0.075
 Thailand       | Nigeria        | 0.098 | 0.707 | 0.195
 Thailand       | Norway         | 0.006 | 0.969 | 0.025
 Thailand       | Spain          | 0.012 | 0.939 | 0.049
 Thailand       | Sweden         | 0.001 | 0.994 | 0.005
 Thailand       | Switzerland    | 0.010 | 0.959 | 0.031
 Thailand       | USA            | 0.000 | 1.000 | 0.000
 USA            | Australia      | 0.777 | 0.077 | 0.146
 USA            | Brazil         | 0.558 | 0.148 | 0.294
 USA            | Cameroon       | 0.973 | 0.003 | 0.024
 USA            | Canada         | 0.517 | 0.181 | 0.302
 USA            | China PR       | 0.766 | 0.049 | 0.185
 USA            | Colombia       | 0.891 | 0.019 | 0.089
 USA            | Costa Rica     | 0.991 | 0.001 | 0.008
 USA            | Cote d'Ivoire  | 0.999 | 0.000 | 0.000
 USA            | Ecuador        | 0.997 | 0.000 | 0.003
 USA            | England        | 0.612 | 0.144 | 0.244
 USA            | France         | 0.403 | 0.280 | 0.317
 USA            | Germany        | 0.353 | 0.353 | 0.295
 USA            | Japan          | 0.498 | 0.209 | 0.292
 USA            | Korea Republic | 0.767 | 0.060 | 0.173
 USA            | Mexico         | 0.886 | 0.025 | 0.089
 USA            | Netherlands    | 0.741 | 0.080 | 0.179
 USA            | New Zealand    | 0.788 | 0.051 | 0.161
 USA            | Nigeria        | 0.958 | 0.007 | 0.035
 USA            | Norway         | 0.737 | 0.082 | 0.181
 USA            | Spain          | 0.760 | 0.065 | 0.175
 USA            | Sweden         | 0.617 | 0.154 | 0.230
 USA            | Switzerland    | 0.890 | 0.031 | 0.079
 USA            | Thailand       | 1.000 | 0.000 | 0.000
(552 rows)

COPY 552
COMMIT
