 year |               team                |             opponent              |  w  |  d  |  l  |  n   
 2013 | Italian Serie A                   | Swiss Super League                |   1 |   0 |   1 |    2
 2013 | Italian Serie A                   | Turkish Super Lig                 |   2 |   3 |   1 |    6
 2013 | Italian Serie B                   | Italian Serie A                   |   4 |   1 |  11 |   19
 2013 | Italian Serie B                   | Italian Serie B                   | 300 | 270 | 300 |  870
 2013 | Major League Soccer               | Italian Serie A                   |   1 |   0 |   1 |    2
 2013 | Major League Soccer               | Major League Soccer               | 255 | 170 | 255 |  680
 2013 | Major League Soccer               | Spanish Primera División          |   0 |   0 |   1 |    1
 2013 | Northern Irish Premiership        | Northern Irish Premiership        |  94 |  64 |  94 |  256
 2013 | Northern Irish Premiership        | Scottish Premiership              |   0 |   0 |   2 |    2
 2013 | Portuguese Liga                   | Austrian Bundesliga               |   1 |   1 |   0 |    2
 2013 | Portuguese Liga                   | Dutch Eredivisie                  |   2 |   0 |   0 |    2
 2013 | Portuguese Liga                   | English Premier League            |   1 |   1 |   0 |    2
 2013 | Portuguese Liga                   | French Ligue 1                    |   1 |   1 |   2 |    4
 2013 | Portuguese Liga                   | German Bundesliga                 |   0 |   4 |   0 |    4
 2013 | Portuguese Liga                   | Greek Super League                |   2 |   0 |   0 |    2
 2013 | Portuguese Liga                   | Italian Serie A                   |   2 |   3 |   1 |    6
 2013 | Portuguese Liga                   | Portuguese Liga                   | 157 | 106 | 157 |  420
 2013 | Portuguese Liga                   | Russian Premier League            |   0 |   1 |   3 |    4
 2013 | Portuguese Liga                   | Spanish Primera División          |   1 |   2 |   6 |    9
 2013 | Russian Premier League            | Austrian Bundesliga               |   0 |   1 |   1 |    2
 2013 | Russian Premier League            | Danish SAS-Ligaen                 |   4 |   0 |   0 |    4
 2013 | Russian Premier League            | Dutch Eredivisie                  |   2 |   1 |   1 |    4
 2013 | Russian Premier League            | English League Championship       |   1 |   1 |   0 |    2
 2013 | Russian Premier League            | English Premier League            |   0 |   2 |   4 |    6
 2013 | Russian Premier League            | German Bundesliga                 |   1 |   0 |   3 |    4
 2013 | Russian Premier League            | Portuguese Liga                   |   3 |   1 |   0 |    4
 2013 | Russian Premier League            | Russian Premier League            | 156 | 108 | 156 |  484
 2013 | Russian Premier League            | Scottish Premiership              |   2 |   0 |   0 |    2
 2013 | Russian Premier League            | Spanish Primera División          |   0 |   3 |   3 |    6
 2013 | Russian Premier League            | Swiss Super League                |   1 |   1 |   2 |    4
 2013 | Scottish Premiership              | Dutch Eredivisie                  |   1 |   0 |   1 |    2
 2013 | Scottish Premiership              | Italian Serie A                   |   0 |   0 |   2 |    2
 2013 | Scottish Premiership              | Northern Irish Premiership        |   2 |   0 |   0 |    2
 2013 | Scottish Premiership              | Russian Premier League            |   0 |   0 |   2 |    2
 2013 | Scottish Premiership              | Scottish Premiership              | 194 | 106 | 194 |  498
 2013 | Scottish Premiership              | Spanish Primera División          |   0 |   0 |   2 |    2
 2013 | Scottish Premiership              | Swedish Allsvenskanliga           |   1 |   1 |   2 |    4
 2013 | Spanish Primera División          | Austrian Bundesliga               |   2 |   0 |   0 |    2
 2013 | Spanish Primera División          | Danish SAS-Ligaen                 |   2 |   0 |   0 |    2
 2013 | Spanish Primera División          | Dutch Eredivisie                  |   1 |   0 |   1 |    2
 2013 | Spanish Primera División          | English Premier League            |   7 |   2 |   2 |   11
 2013 | Spanish Primera División          | French Ligue 1                    |   2 |   1 |   1 |    4
 2013 | Spanish Primera División          | German Bundesliga                 |   7 |   0 |   3 |   10
 2013 | Spanish Primera División          | Italian Serie A                   |   5 |   2 |   1 |    8
 2013 | Spanish Primera División          | Major League Soccer               |   1 |   0 |   0 |    1
 2013 | Spanish Primera División          | Portuguese Liga                   |   6 |   2 |   1 |    9
 2013 | Spanish Primera División          | Russian Premier League            |   3 |   3 |   0 |    6
 2013 | Spanish Primera División          | Scottish Premiership              |   2 |   0 |   0 |    2
 2013 | Spanish Primera División          | Spanish Primera División          | 323 | 194 | 323 |  844
 2013 | Spanish Primera División          | Swiss Super League                |   3 |   0 |   1 |    4
 2013 | Spanish Primera División          | Turkish Super Lig                 |   2 |   0 |   0 |    2
 2013 | Swedish Allsvenskanliga           | Austrian Bundesliga               |   0 |   0 |   2 |    2
 2013 | Swedish Allsvenskanliga           | Danish SAS-Ligaen                 |   1 |   1 |   2 |    4
 2013 | Swedish Allsvenskanliga           | English Premier League            |   0 |   1 |   1 |    2
 2013 | Swedish Allsvenskanliga           | Scottish Premiership              |   2 |   1 |   1 |    4
 2013 | Swedish Allsvenskanliga           | Swedish Allsvenskanliga           | 148 | 110 | 148 |  408
 2013 | Swedish Allsvenskanliga           | Swiss Super League                |   0 |   0 |   2 |    2
 2013 | Swiss Super League                | Austrian Bundesliga               |   2 |   1 |   1 |    4
 2013 | Swiss Super League                | English Premier League            |   3 |   0 |   1 |    4
 2013 | Swiss Super League                | French Ligue 1                    |   0 |   0 |   2 |    2
 2013 | Swiss Super League                | German Bundesliga                 |   0 |   0 |   2 |    2
 2013 | Swiss Super League                | Italian Serie A                   |   1 |   0 |   1 |    2
 2013 | Swiss Super League                | Russian Premier League            |   2 |   1 |   1 |    4
 2013 | Swiss Super League                | Spanish Primera División          |   1 |   0 |   3 |    4
 2013 | Swiss Super League                | Swedish Allsvenskanliga           |   2 |   0 |   0 |    2
 2013 | Swiss Super League                | Swiss Super League                | 121 |  68 | 121 |  366
 2013 | Turkish Super Lig                 | Austrian Bundesliga               |   1 |   1 |   0 |    2
 2013 | Turkish Super Lig                 | Danish SAS-Ligaen                 |   1 |   0 |   1 |    2
 2013 | Turkish Super Lig                 | English Premier League            |   0 |   1 |   3 |    4
 2013 | Turkish Super Lig                 | Italian Serie A                   |   1 |   3 |   2 |    6
 2013 | Turkish Super Lig                 | Spanish Primera División          |   0 |   0 |   2 |    2
 2013 | Turkish Super Lig                 | Turkish Super Lig                 | 137 |  90 | 137 |  382
 2013 | Welsh Premier League              | Welsh Premier League              | 127 |  72 | 127 |  362
 2014 | Australian A-League               | Australian A-League               | 107 |  66 | 107 |  280
 2014 | Australian A-League               | English Premier League            |   1 |   0 |   1 |    2
 2014 | Austrian Bundesliga               | Austrian Bundesliga               |  63 |  42 |  63 |  176
 2014 | Austrian Bundesliga               | Scottish Premiership              |   1 |   1 |   0 |    2
 2014 | Austrian Bundesliga               | Spanish Primera División          |   0 |   0 |   2 |    2
 2014 | Austrian Bundesliga               | Swedish Allsvenskanliga           |   1 |   0 |   1 |    2
 2014 | Danish SAS-Ligaen                 | Danish SAS-Ligaen                 |  95 |  70 |  95 |  260
 2014 | Danish SAS-Ligaen                 | German Bundesliga                 |   0 |   0 |   2 |    2
 2014 | Danish SAS-Ligaen                 | Greek Super League                |   0 |   0 |   2 |    2
 2014 | Danish SAS-Ligaen                 | Italian Serie A                   |   0 |   0 |   2 |    2
 2014 | Danish SAS-Ligaen                 | Portuguese Liga                   |   1 |   0 |   1 |    2
 2014 | Dutch Eredivisie                  | Dutch Eredivisie                  | 247 | 156 | 247 |  656
 2014 | Dutch Eredivisie                  | English Premier League            |   0 |   0 |   1 |    1
 2014 | Dutch Eredivisie                  | French Ligue 1                    |   0 |   1 |   1 |    2
 2014 | Dutch Eredivisie                  | Greek Super League                |   1 |   1 |   0 |    2
 2014 | Dutch Eredivisie                  | Italian Serie A                   |   0 |   1 |   1 |    2
 2014 | Dutch Eredivisie                  | Portuguese Liga                   |   1 |   1 |   0 |    2
 2014 | Dutch Eredivisie                  | Russian Premier League            |   0 |   0 |   4 |    4
 2014 | Dutch Eredivisie                  | Scottish Premiership              |   0 |   1 |   1 |    2
 2014 | Dutch Eredivisie                  | Spanish Primera División          |   1 |   0 |   3 |    4
 2014 | Dutch Eredivisie                  | Turkish Super Lig                 |   0 |   0 |   2 |    2
 2014 | English League Championship       | English League Championship       | 411 | 322 | 411 | 1146
 2014 | English League Championship       | English League One                |  24 |   6 |  10 |   40
 2014 | English League Championship       | English League Two                |  19 |   4 |   4 |   27
 2014 | English League Championship       | English Premier League            |   5 |   5 |  24 |   34
 2014 | English League Championship       | French Ligue 1                    |   2 |   0 |   0 |    2
 2014 | English League Championship       | Spanish Primera División          |   0 |   0 |   0 |    1
 2014 | English League One                | English League Championship       |  10 |   6 |  24 |   40
 2014 | English League One                | English League One                | 443 | 314 | 443 | 1218
 2014 | English League One                | English League Two                |  34 |   7 |  12 |   53
 2014 | English League One                | English Premier League            |   8 |   4 |   8 |   20
 2014 | English League Two                | English League Championship       |   4 |   4 |  19 |   27
 2014 | English League Two                | English League One                |  12 |   7 |  34 |   53
 2014 | English League Two                | English League Two                | 428 | 296 | 428 | 1156
 2014 | English League Two                | English Premier League            |   2 |   3 |   8 |   13
 2014 | English Premier League            | Australian A-League               |   1 |   0 |   1 |    2
 2014 | English Premier League            | Dutch Eredivisie                  |   1 |   0 |   0 |    1
 2014 | English Premier League            | English League Championship       |  24 |   5 |   5 |   34
 2014 | English Premier League            | English League One                |   8 |   4 |   8 |   20
 2014 | English Premier League            | English League Two                |   8 |   3 |   2 |   13
 2014 | English Premier League            | English Premier League            | 313 | 196 | 313 |  822
 2014 | English Premier League            | French Ligue 1                    |   2 |   3 |   2 |    7
 2014 | English Premier League            | German 2. Bundesliga              |   0 |   0 |   1 |    1
 2014 | English Premier League            | German Bundesliga                 |   5 |   1 |   2 |    8
 2014 | English Premier League            | Greek Super League                |   2 |   0 |   0 |    2
 2014 | English Premier League            | Italian Serie A                   |   6 |   3 |   2 |   11
 2014 | English Premier League            | Major League Soccer               |   7 |   1 |   1 |    9
 2014 | English Premier League            | Portuguese Liga                   |   3 |   0 |   0 |    3
 2014 | English Premier League            | Russian Premier League            |   0 |   2 |   2 |    4
 2014 | English Premier League            | Spanish Primera División          |   1 |   0 |   4 |    5
 2014 | English Premier League            | Swiss Super League                |   2 |   1 |   1 |    4
 2014 | English Premier League            | Turkish Super Lig                 |   4 |   2 |   2 |    8
 2014 | French Ligue 1                    | Dutch Eredivisie                  |   1 |   1 |   0 |    2
 2014 | French Ligue 1                    | English League Championship       |   0 |   0 |   2 |    2
 2014 | French Ligue 1                    | English Premier League            |   2 |   3 |   2 |    7
 2014 | French Ligue 1                    | French Ligue 1                    | 315 | 186 | 315 |  822
 2014 | French Ligue 1                    | French Ligue 2                    |  10 |   1 |   5 |   17
 2014 | French Ligue 1                    | German Bundesliga                 |   2 |   1 |   1 |    4
 2014 | French Ligue 1                    | Greek Super League                |   2 |   0 |   0 |    2
 2014 | French Ligue 1                    | Italian Serie A                   |   0 |   3 |   3 |    6
 2014 | French Ligue 1                    | Portuguese Liga                   |   0 |   1 |   3 |    4
 2014 | French Ligue 1                    | Russian Premier League            |   1 |   3 |   0 |    4
 2014 | French Ligue 1                    | Spanish Primera División          |   1 |   1 |   3 |    5
 2014 | French Ligue 1                    | Swiss Super League                |   1 |   1 |   0 |    2
 2014 | French Ligue 2                    | French Ligue 1                    |   5 |   1 |  10 |   17
 2014 | French Ligue 2                    | French Ligue 2                    | 218 | 204 | 218 |  644
 2014 | German 2. Bundesliga              | English Premier League            |   1 |   0 |   0 |    1
 2014 | German 2. Bundesliga              | German 2. Bundesliga              | 188 | 172 | 188 |  548
 2014 | German 2. Bundesliga              | German Bundesliga                 |   2 |   2 |   8 |   12
 2014 | German Bundesliga                 | Danish SAS-Ligaen                 |   2 |   0 |   0 |    2
 2014 | German Bundesliga                 | English Premier League            |   2 |   1 |   5 |    8
 2014 | German Bundesliga                 | French Ligue 1                    |   1 |   1 |   2 |    4
 2014 | German Bundesliga                 | German 2. Bundesliga              |   8 |   2 |   2 |   12
 2014 | German Bundesliga                 | German Bundesliga                 | 231 | 168 | 231 |  630
 2014 | German Bundesliga                 | Greek Super League                |   1 |   0 |   1 |    2
 2014 | German Bundesliga                 | Italian Serie A                   |   4 |   1 |   3 |    8
 2014 | German Bundesliga                 | Portuguese Liga                   |   4 |   2 |   2 |    8
 2014 | German Bundesliga                 | Russian Premier League            |   6 |   0 |   0 |    6
 2014 | German Bundesliga                 | Spanish Primera División          |   3 |   2 |   5 |   10
 2014 | German Bundesliga                 | Swiss Super League                |   1 |   1 |   0 |    2
 2014 | German Bundesliga                 | Turkish Super Lig                 |   2 |   0 |   0 |    2
 2014 | Greek Super League                | Danish SAS-Ligaen                 |   2 |   0 |   0 |    2
 2014 | Greek Super League                | Dutch Eredivisie                  |   0 |   1 |   1 |    2
 2014 | Greek Super League                | English Premier League            |   0 |   0 |   2 |    2
 2014 | Greek Super League                | French Ligue 1                    |   0 |   0 |   2 |    2
 2014 | Greek Super League                | German Bundesliga                 |   1 |   0 |   1 |    2
 2014 | Greek Super League                | Greek Super League                |  17 |  14 |  17 |   60
 2014 | Greek Super League                | Italian Serie A                   |   0 |   1 |   1 |    2
 2014 | Greek Super League                | Portuguese Liga                   |   0 |   1 |   1 |    2
 2014 | Greek Super League                | Russian Premier League            |   0 |   0 |   2 |    2
 2014 | Greek Super League                | Turkish Super Lig                 |   0 |   2 |   0 |    2
 2014 | Italian Serie A                   | Danish SAS-Ligaen                 |   2 |   0 |   0 |    2
 2014 | Italian Serie A                   | Dutch Eredivisie                  |   1 |   1 |   0 |    2
 2014 | Italian Serie A                   | English Premier League            |   2 |   3 |   6 |   11
 2014 | Italian Serie A                   | French Ligue 1                    |   3 |   3 |   0 |    6
 2014 | Italian Serie A                   | German Bundesliga                 |   3 |   1 |   4 |    8
 2014 | Italian Serie A                   | Greek Super League                |   1 |   1 |   0 |    2
 2014 | Italian Serie A                   | Italian Serie A                   | 279 | 248 | 279 |  806
 2014 | Italian Serie A                   | Italian Serie B                   |   9 |   1 |   2 |   12
 2014 | Italian Serie A                   | Russian Premier League            |   3 |   2 |   1 |    6
 2014 | Italian Serie A                   | Scottish Premiership              |   1 |   1 |   0 |    2
 2014 | Italian Serie A                   | Spanish Primera División          |   3 |   5 |   5 |   13
 2014 | Italian Serie A                   | Swedish Allsvenskanliga           |   4 |   0 |   0 |    4
 2014 | Italian Serie A                   | Swiss Super League                |   1 |   0 |   1 |    2
 2014 | Italian Serie A                   | Turkish Super Lig                 |   2 |   0 |   0 |    2
 2014 | Italian Serie B                   | Italian Serie A                   |   2 |   1 |   9 |   12
 2014 | Italian Serie B                   | Italian Serie B                   | 260 | 264 | 260 |  784
 2014 | Major League Soccer               | English Premier League            |   1 |   1 |   7 |    9
 2014 | Major League Soccer               | Major League Soccer               | 248 | 190 | 248 |  686
 2014 | Northern Irish Premiership        | Northern Irish Premiership        | 111 |  62 | 111 |  292
 2014 | Northern Irish Premiership        | Swedish Allsvenskanliga           |   0 |   1 |   1 |    2
 2014 | Portuguese Liga                   | Danish SAS-Ligaen                 |   1 |   0 |   1 |    2
 2014 | Portuguese Liga                   | Dutch Eredivisie                  |   0 |   1 |   1 |    2
 2014 | Portuguese Liga                   | English Premier League            |   0 |   0 |   3 |    3
 2014 | Portuguese Liga                   | French Ligue 1                    |   3 |   1 |   0 |    4
 2014 | Portuguese Liga                   | German Bundesliga                 |   2 |   2 |   4 |    8
 2014 | Portuguese Liga                   | Greek Super League                |   1 |   1 |   0 |    2
 2014 | Portuguese Liga                   | Portuguese Liga                   | 194 | 156 | 194 |  544
 2014 | Portuguese Liga                   | Russian Premier League            |   0 |   0 |   4 |    4
 2014 | Portuguese Liga                   | Spanish Primera División          |   2 |   0 |   1 |    3
 2014 | Portuguese Liga                   | Swedish Allsvenskanliga           |   2 |   1 |   1 |    4
 2014 | Portuguese Liga                   | Swiss Super League                |   1 |   1 |   0 |    2
 2014 | Russian Premier League            | Dutch Eredivisie                  |   4 |   0 |   0 |    4
 2014 | Russian Premier League            | English Premier League            |   2 |   2 |   0 |    4
 2014 | Russian Premier League            | French Ligue 1                    |   0 |   3 |   1 |    4
 2014 | Russian Premier League            | German Bundesliga                 |   0 |   0 |   6 |    6
 2014 | Russian Premier League            | Greek Super League                |   2 |   0 |   0 |    2
 2014 | Russian Premier League            | Italian Serie A                   |   1 |   2 |   3 |    6
 2014 | Russian Premier League            | Portuguese Liga                   |   4 |   0 |   0 |    4
 2014 | Russian Premier League            | Russian Premier League            |  92 |  80 |  92 |  264
 2014 | Russian Premier League            | Spanish Primera División          |   1 |   1 |   2 |    4
 2014 | Russian Premier League            | Turkish Super Lig                 |   0 |   1 |   1 |    2
 2014 | Scottish Premiership              | Austrian Bundesliga               |   0 |   1 |   1 |    2
 2014 | Scottish Premiership              | Dutch Eredivisie                  |   1 |   1 |   0 |    2
 2014 | Scottish Premiership              | Italian Serie A                   |   0 |   1 |   1 |    2
 2014 | Scottish Premiership              | Scottish Premiership              | 200 |  94 | 200 |  502
 2014 | Scottish Premiership              | Spanish Primera División          |   0 |   0 |   2 |    2
 2014 | Scottish Premiership              | Swiss Super League                |   0 |   2 |   0 |    2
 2014 | Spanish Primera División          | Austrian Bundesliga               |   2 |   0 |   0 |    2
 2014 | Spanish Primera División          | Dutch Eredivisie                  |   3 |   0 |   1 |    4
 2014 | Spanish Primera División          | English League Championship       |   0 |   0 |   0 |    1
 2014 | Spanish Primera División          | English Premier League            |   4 |   0 |   1 |    5
 2014 | Spanish Primera División          | French Ligue 1                    |   3 |   1 |   1 |    5
 2014 | Spanish Primera División          | German Bundesliga                 |   5 |   2 |   3 |   10
 2014 | Spanish Primera División          | Italian Serie A                   |   5 |   5 |   3 |   13
 2014 | Spanish Primera División          | Portuguese Liga                   |   1 |   0 |   2 |    3
 2014 | Spanish Primera División          | Russian Premier League            |   2 |   1 |   1 |    4
 2014 | Spanish Primera División          | Scottish Premiership              |   2 |   0 |   0 |    2
 2014 | Spanish Primera División          | Spanish Primera División          | 322 | 204 | 322 |  848
 2014 | Spanish Primera División          | Swedish Allsvenskanliga           |   2 |   0 |   0 |    2
 2014 | Spanish Primera División          | Swiss Super League                |   3 |   0 |   1 |    4
 2014 | Swedish Allsvenskanliga           | Austrian Bundesliga               |   1 |   0 |   1 |    2
 2014 | Swedish Allsvenskanliga           | Italian Serie A                   |   0 |   0 |   4 |    4
 2014 | Swedish Allsvenskanliga           | Northern Irish Premiership        |   1 |   1 |   0 |    2
 2014 | Swedish Allsvenskanliga           | Portuguese Liga                   |   1 |   1 |   2 |    4
 2014 | Swedish Allsvenskanliga           | Spanish Primera División          |   0 |   0 |   2 |    2
 2014 | Swedish Allsvenskanliga           | Swedish Allsvenskanliga           | 176 | 118 | 176 |  478
 2014 | Swiss Super League                | English Premier League            |   1 |   1 |   2 |    4
 2014 | Swiss Super League                | French Ligue 1                    |   0 |   1 |   1 |    2
 2014 | Swiss Super League                | German Bundesliga                 |   0 |   1 |   1 |    2
 2014 | Swiss Super League                | Italian Serie A                   |   1 |   0 |   1 |    2
 2014 | Swiss Super League                | Portuguese Liga                   |   0 |   1 |   1 |    2
 2014 | Swiss Super League                | Scottish Premiership              |   0 |   2 |   0 |    2
 2014 | Swiss Super League                | Spanish Primera División          |   1 |   0 |   3 |    4
 2014 | Swiss Super League                | Swiss Super League                | 132 |  98 | 132 |  366
 2014 | Turkish Super Lig                 | Dutch Eredivisie                  |   2 |   0 |   0 |    2
 2014 | Turkish Super Lig                 | English Premier League            |   2 |   2 |   4 |    8
 2014 | Turkish Super Lig                 | German Bundesliga                 |   0 |   0 |   2 |    2
 2014 | Turkish Super Lig                 | Greek Super League                |   0 |   2 |   0 |    2
 2014 | Turkish Super Lig                 | Italian Serie A                   |   0 |   0 |   2 |    2
 2014 | Turkish Super Lig                 | Russian Premier League            |   1 |   1 |   0 |    2
 2014 | Turkish Super Lig                 | Turkish Super Lig                 | 112 |  88 | 112 |  336
 2014 | Welsh Premier League              | Welsh Premier League              | 124 |  72 | 124 |  340
 2015 | Australian A-League               | Australian A-League               | 110 |  60 | 110 |  280
 2015 | Australian A-League               | English Premier League            |   0 |   0 |   2 |    2
 2015 | Austrian Bundesliga               | Austrian Bundesliga               |  65 |  38 |  65 |  168
 2015 | Austrian Bundesliga               | Dutch Eredivisie                  |   1 |   1 |   0 |    2
 2015 | Austrian Bundesliga               | Portuguese Liga                   |   2 |   1 |   1 |    4
 2015 | Austrian Bundesliga               | Russian Premier League            |   0 |   1 |   1 |    2
 2015 | Austrian Bundesliga               | Spanish Primera División          |   1 |   0 |   3 |    4
 2015 | Austrian Bundesliga               | Swedish Allsvenskanliga           |   1 |   0 |   1 |    2
 2015 | Danish SAS-Ligaen                 | Danish SAS-Ligaen                 | 130 |  70 | 130 |  332
 2015 | Danish SAS-Ligaen                 | English Premier League            |   2 |   1 |   1 |    4
 2015 | Danish SAS-Ligaen                 | Greek Super League                |   0 |   1 |   1 |    2
 2015 | Danish SAS-Ligaen                 | Italian Serie A                   |   0 |   0 |   2 |    2
 2015 | Danish SAS-Ligaen                 | Swedish Allsvenskanliga           |   0 |   1 |   1 |    2
 2015 | Danish SAS-Ligaen                 | Welsh Premier League              |   2 |   0 |   0 |    2
 2015 | Dutch Eredivisie                  | Austrian Bundesliga               |   0 |   1 |   1 |    2
 2015 | Dutch Eredivisie                  | Dutch Eredivisie                  | 243 | 150 | 243 |  640
 2015 | Dutch Eredivisie                  | English Premier League            |   1 |   1 |   4 |    6
 2015 | Dutch Eredivisie                  | French Ligue 1                    |   0 |   0 |   2 |    2
 2015 | Dutch Eredivisie                  | German Bundesliga                 |   1 |   0 |   3 |    4
 2015 | Dutch Eredivisie                  | Portuguese Liga                   |   0 |   1 |   1 |    2
 2015 | Dutch Eredivisie                  | Russian Premier League            |   1 |   0 |   1 |    2
 2015 | Dutch Eredivisie                  | Scottish Premiership              |   2 |   1 |   0 |    3
 2015 | Dutch Eredivisie                  | Spanish Primera División          |   1 |   3 |   0 |    4
 2015 | Dutch Eredivisie                  | Turkish Super Lig                 |   0 |   1 |   1 |    2
 2015 | English League Championship       | English League Championship       | 392 | 346 | 392 | 1136
 2015 | English League Championship       | English League One                |  23 |   9 |  19 |   51
 2015 | English League Championship       | English League Two                |  24 |   6 |  13 |   43
 2015 | English League Championship       | English Premier League            |   9 |  11 |  24 |   44
 2015 | English League Championship       | French Ligue 1                    |   0 |   0 |   1 |    1
 2015 | English League Championship       | German 2. Bundesliga              |   0 |   0 |   1 |    1
 2015 | English League Championship       | German Bundesliga                 |   0 |   0 |   2 |    2
 2015 | English League Championship       | Italian Serie A                   |   0 |   0 |   0 |    1
 2015 | English League Championship       | Scottish Premiership              |   5 |   1 |   1 |    7
 2015 | English League Championship       | Spanish Primera División          |   1 |   1 |   0 |    2
 2015 | English League One                | English League Championship       |  19 |   9 |  23 |   51
 2015 | English League One                | English League One                | 436 | 300 | 436 | 1172
 2015 | English League One                | English League Two                |  19 |   8 |  17 |   44
 2015 | English League One                | English Premier League            |   2 |   5 |  12 |   19
 2015 | English League One                | Northern Irish Premiership        |   1 |   0 |   0 |    1
 2015 | English League One                | Scottish Premiership              |   2 |   1 |   2 |    5
 2015 | English League Two                | English League Championship       |  13 |   6 |  24 |   43
 2015 | English League Two                | English League One                |  17 |   8 |  19 |   44
 2015 | English League Two                | English League Two                | 433 | 292 | 433 | 1158
 2015 | English League Two                | English Premier League            |   3 |   5 |  14 |   22
 2015 | English Premier League            | Australian A-League               |   2 |   0 |   0 |    2
 2015 | English Premier League            | Danish SAS-Ligaen                 |   1 |   1 |   2 |    4
 2015 | English Premier League            | Dutch Eredivisie                  |   4 |   1 |   1 |    6
 2015 | English Premier League            | English League Championship       |  24 |  11 |   9 |   44
 2015 | English Premier League            | English League One                |  12 |   5 |   2 |   19
 2015 | English Premier League            | English League Two                |  14 |   5 |   3 |   22
 2015 | English Premier League            | English Premier League            | 305 | 228 | 305 |  838
 2015 | English Premier League            | French Ligue 1                    |   4 |   5 |   3 |   12
 2015 | English Premier League            | German 2. Bundesliga              |   1 |   0 |   1 |    3
 2015 | English Premier League            | German Bundesliga                 |   8 |   4 |   6 |   18
 2015 | English Premier League            | Italian Serie A                   |   2 |   2 |   3 |    7
 2015 | English Premier League            | Major League Soccer               |   3 |   0 |   3 |    6
 2015 | English Premier League            | Portuguese Liga                   |   1 |   0 |   1 |    2
 2015 | English Premier League            | Russian Premier League            |   2 |   2 |   0 |    4
 2015 | English Premier League            | Scottish Premiership              |   1 |   0 |   0 |    1
 2015 | English Premier League            | Spanish Primera División          |   4 |   2 |   8 |   14
 2015 | English Premier League            | Swiss Super League                |   0 |   2 |   0 |    2
 2015 | French Ligue 1                    | Dutch Eredivisie                  |   2 |   0 |   0 |    2
 2015 | French Ligue 1                    | English League Championship       |   1 |   0 |   0 |    1
 2015 | French Ligue 1                    | English Premier League            |   3 |   5 |   4 |   12
 2015 | French Ligue 1                    | French Ligue 1                    | 297 | 226 | 297 |  820
 2015 | French Ligue 1                    | French Ligue 2                    |   7 |   1 |   5 |   13
 2015 | French Ligue 1                    | Italian Serie A                   |   1 |   1 |   1 |    3
 2015 | French Ligue 1                    | Portuguese Liga                   |   2 |   0 |   1 |    3
 2015 | French Ligue 1                    | Russian Premier League            |   0 |   2 |   2 |    4
 2015 | French Ligue 1                    | Scottish Premiership              |   0 |   0 |   1 |    1
 2015 | French Ligue 1                    | Spanish Primera División          |   2 |   2 |   5 |    9
 2015 | French Ligue 1                    | Swedish Allsvenskanliga           |   2 |   0 |   0 |    2
 2015 | French Ligue 1                    | Swiss Super League                |   3 |   1 |   2 |    6
 2015 | French Ligue 2                    | French Ligue 1                    |   5 |   1 |   7 |   13
 2015 | French Ligue 2                    | French Ligue 2                    | 187 | 192 | 187 |  566
 2015 | German 2. Bundesliga              | English League Championship       |   1 |   0 |   0 |    1
 2015 | German 2. Bundesliga              | English Premier League            |   1 |   0 |   1 |    3
 2015 | German 2. Bundesliga              | German 2. Bundesliga              | 196 | 160 | 196 |  552
 2015 | German 2. Bundesliga              | German Bundesliga                 |   2 |   1 |  11 |   14
 2015 | German Bundesliga                 | Dutch Eredivisie                  |   3 |   0 |   1 |    4
 2015 | German Bundesliga                 | English League Championship       |   2 |   0 |   0 |    2
 2015 | German Bundesliga                 | English Premier League            |   6 |   4 |   8 |   18
 2015 | German Bundesliga                 | German 2. Bundesliga              |  11 |   1 |   2 |   14
 2015 | German Bundesliga                 | German Bundesliga                 | 246 | 146 | 246 |  638
 2015 | German Bundesliga                 | Greek Super League                |   0 |   1 |   1 |    2
 2015 | German Bundesliga                 | Italian Serie A                   |   4 |   4 |   2 |   10
 2015 | German Bundesliga                 | Portuguese Liga                   |   5 |   1 |   0 |    6
 2015 | German Bundesliga                 | Russian Premier League            |   3 |   0 |   1 |    4
 2015 | German Bundesliga                 | Spanish Primera División          |   4 |   2 |   8 |   14
 2015 | Greek Super League                | Danish SAS-Ligaen                 |   1 |   1 |   0 |    2
 2015 | Greek Super League                | German Bundesliga                 |   1 |   1 |   0 |    2
 2015 | Greek Super League                | Greek Super League                |  16 |  16 |  16 |   54
 2015 | Greek Super League                | Russian Premier League            |   0 |   1 |   1 |    2
 2015 | Indian Super League               | Indian Super League               |  49 |  24 |  49 |  122
 2015 | Indonesian Super League           | Indonesian Super League           |   2 |   6 |   2 |   34
 2015 | Italian Serie A                   | Danish SAS-Ligaen                 |   2 |   0 |   0 |    2
 2015 | Italian Serie A                   | English League Championship       |   0 |   0 |   0 |    1
 2015 | Italian Serie A                   | English Premier League            |   3 |   2 |   2 |    7
 2015 | Italian Serie A                   | French Ligue 1                    |   1 |   1 |   1 |    3
 2015 | Italian Serie A                   | German Bundesliga                 |   2 |   4 |   4 |   10
 2015 | Italian Serie A                   | Italian Serie A                   | 299 | 190 | 299 |  788
 2015 | Italian Serie A                   | Italian Serie B                   |  10 |   2 |   3 |   15
 2015 | Italian Serie A                   | Portuguese Liga                   |   2 |   1 |   0 |    3
 2015 | Italian Serie A                   | Spanish Primera División          |   2 |   4 |   7 |   13
 2015 | Italian Serie A                   | Swiss Super League                |   0 |   1 |   1 |    2
